ax,ay,az,gx,gy,gz,activity
816,13360,-7200,503,-637,383,6
1224,13636,-7176,789,-203,808,6
668,13992,-6656,571,150,1016,6
456,14052,-6088,217,36,-155,6
224,13828,-5696,22,-573,-298,6
296,13864,-5916,-115,-893,-273,6
20,13760,-6392,-589,-1437,-640,6
352,13464,-6812,-416,-2621,-434,6
916,13520,-6688,-283,-2319,716,6
1260,12928,-6588,-690,16,1793,6
648,12912,-6852,-1736,3840,2191,6
-588,12920,-7704,-2756,5991,1254,6
-1232,12112,-7952,-2749,5769,406,6
-828,11856,-8388,-1510,2581,1023,6
248,14320,-9660,-806,353,-212,6
8,18388,-11352,-1156,-1177,-3291,6
660,19856,-10568,-3174,-592,-4891,6
284,16952,-9528,-5552,2734,-5754,6
-1976,14276,-9916,-6530,4642,-7727,6
-3868,12364,-9892,-6203,3818,-10959,6
-2916,12416,-10136,-5912,1203,-11717,6
528,12868,-10548,-5194,1328,-8595,6
272,12988,-8632,-2120,-954,-3718,6
3896,12612,-5228,457,-1507,1849,6
5540,12204,-2908,1943,2915,7769,6
4120,10724,-3156,2329,5900,13179,6
1516,11040,-5120,6158,8759,17366,6
-480,14360,-9832,11671,8570,14815,6
-1080,20720,-12312,15787,9443,11465,6
-5316,22512,-9396,17389,773,11262,6
1296,26624,-5432,5693,5898,3676,6
-2704,16012,-5968,4928,-1341,618,6
-1812,13840,-9584,5795,-12892,-8804,6
3032,14440,-11580,3607,-13071,-7688,6
4684,11864,-6372,-1205,-5588,-4460,6
3248,6960,-2264,-4444,-2195,-4014,6
3020,4692,-2232,-8593,3435,-4531,6
4856,3112,-2972,-10361,9483,-3379,6
2584,3088,-2464,-8689,12166,-4554,6
1280,6436,-3508,-1540,8717,-4066,6
-9716,32767,-20332,8811,10790,-11227,6
-2200,26264,-9828,625,-437,8712,6
-3328,14552,-2020,-4258,7830,6713,6
-3692,15992,-8864,-10287,7846,-10835,6
-1020,15144,-10684,-14600,7968,-25912,6
-1716,11860,-12624,-11341,4286,-20355,6
624,10124,-9720,1754,-4721,1048,6
4928,10788,-1336,7800,-5409,10540,6
3636,9484,1208,5816,-4287,12911,6
3380,6828,988,4956,4066,13774,6
-1104,5148,-1032,8703,327,15561,6
4792,31112,-14924,19764,8986,1611,6
6800,32767,-17204,13970,11381,6034,6
-2996,15040,-4624,-997,-1400,605,6
-2484,12564,-6652,2140,-11822,-7747,6
1552,13956,-11584,-1524,-19720,-9370,6
6760,12436,-7292,-3175,-12039,-4229,6
4364,10180,-3112,-8750,-1803,-2702,6
1716,5044,-2028,-11795,1912,-4259,6
4788,2228,-2768,-13694,5709,-1226,6
2732,1216,-2972,-10790,8894,-6872,6
1308,3896,-1524,-660,3544,-507,6
-18952,32767,-18636,12624,19902,-2852,6
-12476,32767,-14400,2026,-20320,7190,6
20,16980,-3780,1463,629,11098,6
-1624,15892,-9896,-10274,5195,-9321,6
4540,16372,-10596,-17911,17506,-28946,6
-7984,11704,-11788,-9853,1760,-13399,6
120,10392,-5292,3450,-12076,6267,6
5260,11448,-760,4314,-9633,11031,6
5420,7744,1216,2939,-4904,14021,6
2624,5888,-356,2036,5385,12277,6
-1048,2524,-2824,5962,2849,13074,6
8732,22408,-22408,24559,5245,8870,6
816,32767,-27160,20389,17673,5657,6
-6116,27260,-4740,605,9681,-1375,6
-3932,10676,-3096,5185,-9088,-7282,6
-1292,14484,-6328,3910,-20353,-7518,6
5264,13028,-5852,1422,-14206,-6170,6
4644,12628,136,-5171,-2185,-4047,6
2952,8560,-1196,-8326,2296,-3772,6
6152,4556,-3308,-11413,4263,-1408,6
5504,2704,-3304,-11574,13323,-1719,6
-988,1628,-1988,-2763,10300,-2781,6
-11348,24156,-19120,10709,12935,-12064,6
-25392,32767,-21300,2715,-26067,5079,6
11436,15804,-9380,-2807,-1181,7242,6
3932,13968,-13344,-9746,15778,-6966,6
-1292,16036,-15716,-14155,26108,-26329,6
-11428,11484,-10264,-6765,6581,-17898,6
-3604,9492,-3600,2815,-14455,813,6
2632,12572,432,5529,-11307,5621,6
5128,13200,1616,-386,-5032,6113,6
10084,9188,-1924,-3861,7214,8448,6
3536,6800,-2144,-6750,15464,12063,6
-3140,1876,-6208,3838,7236,17107,6
1684,21028,-13184,22875,17728,5003,6
10932,32767,-17712,21481,15552,6429,6
-3948,23932,-2400,12,2066,-6448,6
-448,17324,-3676,3652,-5479,-7127,6
296,13160,-7292,1779,-12251,-9108,6
4532,14308,-4132,-2428,-6059,-7493,6
3500,10320,-1024,-7254,327,-7249,6
3620,6316,-3576,-9834,4962,-6075,6
6328,3132,-3232,-13227,10601,-3586,6
3164,344,-2984,-8688,14651,-4700,6
804,4388,-2596,-731,14667,-1878,6
-2976,28276,-19848,14295,12164,-9965,6
-1576,32767,-12156,3627,-3139,6464,6
-5412,16572,-1796,-3412,8358,4933,6
-5500,16664,-9656,-9468,7446,-11235,6
-1268,17128,-12264,-14122,7642,-26859,6
420,14252,-11884,-13335,6827,-15242,6
2100,10092,-10564,-4579,3623,-2011,6
1212,10916,-5896,2585,1660,150,6
1856,10512,696,1742,-159,6677,6
5504,7280,572,3003,4725,12601,6
2292,6148,108,3109,10030,12648,6
324,13272,-12956,13931,3369,8255,6
-6560,27352,-23328,20317,14646,2533,6
-3964,29320,-8312,8798,21367,1090,6
-7696,15172,-2640,2664,738,-9041,6
-2252,14736,-5312,6742,-9753,-7206,6
2876,14024,-6152,3048,-13099,-10540,6
4524,15468,-2068,-3183,-1447,-9522,6
2872,11532,24,-8006,3136,-9311,6
4776,6796,-2016,-9335,6198,-6996,6
6220,4920,-2796,-11021,11345,-1700,6
3368,1852,-4452,-8923,14535,-4867,6
368,6192,-6432,-282,13025,-3269,6
-4304,29232,-22656,14186,10021,-7055,6
-1604,32767,-10792,705,5341,3522,6
-2360,14348,-4280,-2669,12780,1924,6
-3260,16000,-9204,-9343,14743,-15871,6
-4068,15128,-11852,-14109,15464,-30674,6
-7204,12336,-11020,-9058,-591,-20689,6
4968,10604,-6320,2267,-1322,2018,6
4032,13964,772,4728,-805,8390,6
3268,10736,3636,2549,828,11514,6
5656,7428,720,1025,11507,12586,6
-2028,7684,-5772,3928,11927,11100,6
2048,19684,-18684,17207,15710,7455,6
252,32767,-20880,21858,10672,10170,6
-1704,25260,-2200,2421,2874,-786,6
1348,14024,-4780,5567,-8676,-6738,6
356,14308,-9124,1040,-16528,-10644,6
5632,13904,-6276,-3804,-9270,-9717,6
3888,11104,-4192,-7466,-677,-7430,6
3472,6868,-4880,-10162,5196,-8774,6
4608,3028,-3656,-10027,8929,-6445,6
4480,3248,-3432,-10253,17233,-7687,6
5456,2252,-4400,-4094,23443,-8476,6
6980,23804,-17592,10403,24520,-14955,6
-21040,32767,-19784,8144,1101,-8824,6
-1060,16156,-864,656,-1222,6059,6
-3512,16516,-4236,-3628,5092,-1808,6
1156,17972,-10920,-16291,11695,-25796,6
-3096,14220,-16128,-16551,4544,-25427,6
1904,7280,-11476,-1589,-50,464,6
3320,11584,-868,7809,-2996,10639,6
2872,12116,4272,4557,-3418,12248,6
5328,7364,2512,2540,5413,14271,6
748,6680,-2836,4950,10090,11314,6
5444,24064,-19344,16860,17995,2231,6
14728,32767,-29472,17707,22514,5228,6
-2968,23788,-4292,1837,11052,2368,6
-3512,17252,-1724,3837,-5389,-5255,6
-332,14992,-5128,2715,-15505,-4321,6
3236,11260,-6316,-245,-16176,-7104,6
3424,11612,-2892,-4034,-9373,-7847,6
2436,7788,-2192,-6697,-4594,-6051,6
5892,5448,-4100,-9503,4839,-3168,6
4764,2316,-5012,-10917,12941,-5572,6
3480,-904,-5812,-1660,17681,-5739,6
-2336,13312,-14100,15343,7930,-7917,6
-16380,32767,32768,13216,-3693,-3962,6
-2008,16456,-1852,-6663,26378,2617,6
-9664,14468,-4936,-3498,12800,-9570,6
-4152,15916,-7292,-12765,12732,-24714,6
-6520,15324,-6112,-9875,-2100,-25106,6
-724,14208,-7032,-4894,-10367,-11556,6
4268,12712,-6968,1597,-6343,4189,6
4292,11772,-1504,1919,-4016,7950,6
7908,8608,-20,145,585,9983,6
5072,8144,-1964,-2794,13340,10934,6
-2408,4732,-6628,353,10770,11835,6
-104,16728,-19676,15209,23345,4200,6
1180,26180,-19420,20990,5170,8534,6
-732,29868,-6272,5710,7392,-1330,6
-1820,19764,-2676,3057,3003,-9327,6
-1124,15724,-5440,2904,-6525,-10392,6
-264,13180,-8824,5005,-13677,-8608,6
2972,16288,-3648,-128,-9352,-5733,6
3644,11680,-1164,-3360,-3919,-5676,6
4728,6484,-3136,-5809,2634,-2238,6
5496,4400,-2624,-7485,10291,-1255,6
2220,1264,28,-8057,9478,-638,6
-804,3304,-2712,-2167,12428,-5402,6
-7684,27304,-13564,14611,9129,-14311,6
-16432,32767,-13316,1269,-21487,5176,6
-424,13492,-4860,-4190,1485,1320,6
-2512,17032,-9532,-11765,6920,-6929,6
3284,10704,-12296,-14240,18462,-20934,6
-7140,11124,-11696,-9845,10425,-20914,6
-6640,10428,-8368,78,-5527,-10289,6
2596,13764,-1184,6235,-14246,5088,6
7484,15060,2936,4374,-8862,14510,6
10296,11060,112,705,2474,18435,6
-1536,5080,-732,-1215,11682,18003,6
-2288,6400,-9784,14828,-3849,24533,6
1844,26740,-22260,24744,12077,7737,6
1604,32767,-11588,11243,13059,9016,6
-3336,14408,-6180,-3212,1790,-7920,6
-1968,13040,-8220,3033,-11607,-10052,6
2752,11212,-7924,1164,-19222,-8062,6
3160,11852,-4188,-2098,-12435,-6967,6
3852,8412,-124,-7572,-2816,-6563,6
5044,5060,-1552,-10424,3515,-5019,6
7516,2952,-352,-14677,13886,-7016,6
5360,896,-2372,-5409,17551,-6054,6
13016,16652,-9064,11591,20396,-9588,6
-20472,32767,-27552,11750,-874,-8008,6
6832,24224,-7256,-4123,236,14263,6
-4204,15948,-8500,-7598,8244,-5909,6
-2216,16788,-10252,-12988,13780,-22381,6
284,10952,-8840,-16051,17833,-29139,6
-10180,9068,-9868,-7221,1415,-16835,6
548,10156,-6692,9600,-17110,7299,6
8612,19016,3336,7491,-13621,12120,6
5936,12984,3676,4797,-9465,15339,6
8336,9828,-1308,-2118,8785,14702,6
-5720,4936,-3764,-3977,8916,11361,6
-512,9644,-22836,17830,7532,8545,6
1740,29040,-25828,30045,11854,14457,6
-3580,32767,-2576,8231,6431,2141,6
2860,18624,-6696,1548,-1663,-9007,6
-1864,13192,-9360,2793,-10729,-10100,6
1796,13156,-3636,-789,-14855,-8573,6
4548,10144,-2652,-4379,-4130,-7561,6
2632,6680,-2584,-7601,3555,-7753,6
5944,3364,-3580,-11296,9867,-7209,6
6948,2072,-2816,-10908,16606,-3651,6
1864,2960,-1164,-8421,14153,-3646,6
-540,5004,-1660,2844,12308,-1428,6
-8196,31668,-16852,14668,6714,-6692,6
-9768,32767,-6132,2097,-17796,7955,6
-464,17112,-5640,-4529,323,7456,6
1760,19564,-19204,-11637,5705,-11236,6
1484,17736,-16164,-17629,23467,-28012,6
-6812,10392,-11852,-15067,9789,-18876,6
-3764,7948,-12108,-2273,-5955,-5279,6
-1144,10468,-4748,6382,-9258,-374,6
4576,14684,884,2526,-6085,244,6
13840,11944,-612,-2936,7900,3154,6
7420,10116,-1616,-6534,20063,8763,6
-1064,5296,-3272,-2939,16779,12516,6
-472,16132,-19380,17956,25738,9717,6
-7884,26508,-18548,26666,4715,17417,6
-3788,31743,1040,9129,1538,3951,6
-488,20220,-2288,3210,-2971,-4663,6
776,14096,-7424,4010,-4900,-9007,6
4,12876,-9120,4902,-13785,-8533,6
6740,14604,-3492,-1306,-4933,-6880,6
2452,9400,-2412,-5350,411,-5583,6
3164,6036,-4520,-7108,2417,-2312,6
7904,2460,-4364,-10057,17697,-4897,6
1036,-1452,-620,-7444,19072,-5708,6
48,6844,-1264,3860,8816,-729,6
-15640,32767,-22484,18373,8729,-7142,6
10172,32656,-8568,-1819,-797,10638,6
-2780,16752,-6712,-8312,12488,-4269,6
-2972,13764,-10708,-16666,15928,-22028,6
-4068,11620,-12512,-13862,17896,-27673,6
-11348,10348,-9036,-4556,-4340,-16043,6
6212,13544,-5832,5055,-17093,536,6
9348,17252,36,1498,-1818,7354,6
7520,10284,468,-427,1801,11197,6
5900,9052,-2560,-5357,15559,11678,6
-3072,5284,-4864,-4542,16746,11123,6
348,13068,-19944,14877,19842,7030,6
-6188,29984,-27280,29424,11596,12089,6
-3708,32767,1172,5874,12086,609,6
-4424,14160,1036,3413,-2165,-11133,6
-1872,12460,-6384,5012,-9336,-8870,6
452,12088,-8984,3863,-14165,-13431,6
4968,16380,-620,-2098,-2669,-9055,6
3156,12056,-1204,-6895,3939,-9153,6
7220,6256,-2472,-9290,8242,-883,6
6224,2976,-1424,-9550,16260,-2435,6
1060,1056,-748,-4896,15960,-2397,6
9532,16240,-8896,8806,10922,-8395,6
-13736,32767,-23672,13186,-4208,-4091,6
6200,21104,-1256,-1381,-3856,8915,6
-392,16876,-9348,-11494,10031,-6676,6
2260,12884,-16528,-18712,21120,-26152,6
-3720,8084,-15532,-15548,22430,-30829,6
-10496,6848,-9104,-4043,-1339,-7873,6
-2348,9312,-2764,9335,-15100,3214,6
5320,17220,1072,5295,-8544,1017,6
9064,13008,1620,-863,5089,5612,6
4680,10492,-4304,-4865,15627,7246,6
-648,8796,-8460,-1111,13759,6846,6
172,13660,-17652,16293,23362,13092,6
-2544,28344,-19068,27053,11846,18772,6
-10084,32767,3000,6387,1777,4619,6
-708,19672,2952,3673,-6295,-3697,6
-652,12324,-6124,-39,-9095,-10761,6
2152,10576,-9424,1132,-11371,-13524,6
5424,13972,-5248,-2106,-4763,-9041,6
3264,8536,-3540,-4536,1326,-5517,6
3784,4124,-3396,-6327,5238,-513,6
4036,3612,-1836,-8854,11244,847,6
1020,512,560,-8786,11281,-970,6
1544,1996,504,-1550,12140,-3088,6
13600,14096,-9892,8742,15192,-7499,6
-19964,32767,-22520,16489,7128,-8048,6
2124,32767,-12544,1542,-19318,6165,6
6056,16564,-4640,-1689,10692,9639,6
-3060,16492,-9500,-12123,13599,-3742,6
-2284,10660,-13012,-15489,20957,-17901,6
-6048,11176,-11336,-13736,19825,-26106,6
-10292,11352,-8012,-9412,9982,-21532,6
-8548,13040,-6676,-1733,-4124,-14383,6
628,16164,-2096,2979,-18041,-7205,6
12160,18624,576,2048,-8727,6563,6
8832,11820,460,1578,-3104,11288,6
6044,10472,-1952,-938,1331,8537,6
3848,8316,-3140,-5166,8271,7237,6
-1688,1972,-5132,-2913,12509,8067,6
140,6228,-12012,4252,7437,12488,6
-140,17476,-20988,19004,26157,7910,6
-2856,32767,-19528,22134,15262,9997,6
-4700,32767,-2160,7756,8338,2153,6
-2140,23752,32,3743,-3633,-3990,6
2640,17304,-5340,2964,-381,-5889,6
-1016,13092,-6964,3342,-5122,-7689,6
324,14536,-4808,3589,-7738,-7324,6
2088,13176,-320,274,-5691,-4747,6
508,9072,1248,-1890,-3650,-5217,6
1384,6948,120,-4703,-3253,-4722,6
3944,4276,-1440,-8235,2142,-3092,6
4572,2056,-1248,-10375,8945,-729,6
2928,-840,228,-8133,8162,-728,6
996,5192,-1500,-164,4881,4603,6
-10676,29344,-3832,14946,4042,-13479,6
-21284,32767,-30076,12971,-2998,-2132,6
17348,23336,-12456,-742,-8647,15512,6
-1668,17492,-6860,-6637,20826,5188,6
-7148,13672,-10432,-12899,17893,-6248,6
-4532,9096,-10024,-13467,19003,-20850,6
-9472,11720,-9788,-10093,7970,-22921,6
-11392,12480,-7768,-967,-5646,-16784,6
-2492,13960,-3936,2790,-26464,-16121,6
23464,19404,2444,3247,-5610,3429,6
7672,16560,2972,-468,3181,13361,6
3060,9876,2336,-1316,1784,13549,6
2252,7112,-276,-4502,5723,10664,6
-2088,5008,-2900,-5483,7477,7968,6
-2220,3300,-9076,1807,3146,9940,6
-580,17712,-24244,18643,15631,8558,6
-264,32767,-23832,29824,-1383,15258,6
4476,32767,-5876,11507,5198,10032,6
-396,23952,-1932,1116,379,-3087,6
1932,16836,-2700,745,655,-5426,6
-1964,12624,-5372,655,-5528,-9086,6
-796,11540,-5728,898,-9225,-10410,6
1520,11676,-3012,-1632,-7819,-7076,6
3260,10736,-1236,-3320,-5325,-6626,6
3252,7780,-2440,-4975,-2553,-7206,6
2904,5068,-3536,-7615,919,-6163,6
6224,3724,-4324,-9904,6363,-499,6
4716,784,-3312,-7463,11803,481,6
1488,1484,-4276,278,10734,1379,6
4656,13492,-6360,9308,9552,-3017,6
-14864,32767,-21324,15284,9156,-7811,6
2740,32767,-18828,900,-5745,5309,6
-3488,18192,-3376,-7544,20891,6111,6
-6840,12936,-8400,-11813,18705,-5812,6
-2864,9772,-11476,-14701,18323,-20367,6
-6144,9236,-10504,-12800,11343,-25432,6
-7008,11776,-8844,-6800,2358,-18729,6
-6376,12508,-6736,808,-9652,-9949,6
6336,15556,-2696,3826,-14442,-3930,6
11072,16512,784,1624,-1351,6636,6
6632,11572,600,997,1135,11595,6
6112,8612,-1244,-904,6640,11932,6
-256,6760,-3276,-4148,14286,11236,6
-3240,3744,-5944,-1589,10918,10415,6
1496,13164,-20152,14646,13417,9007,6
-8252,28984,-27720,30096,8708,11881,6
2956,32767,-9640,17205,17939,8018,6
-6652,23592,840,5128,8313,-1567,6
-3612,15204,740,6596,-3450,-6662,6
-3364,12340,-4268,7392,-8468,-9220,6
-392,11668,-6992,5317,-13599,-12425,6
4316,14276,-5864,2200,-9282,-9587,6
3176,12676,-1232,-3975,-822,-8523,6
1900,8580,-76,-7373,3870,-6680,6
3220,6432,-2028,-9609,7780,-4073,6
6460,7276,-2232,-13261,12439,-2132,6
5388,3116,-1712,-13258,15503,-2887,6
3812,2340,-3416,-4072,15450,-4000,6
3760,16536,-10444,10604,8866,-7724,6
-11016,32767,-25860,14900,9742,-10983,6
-548,32767,-14224,732,-5247,7769,6
1976,14904,-3184,-5334,19787,7962,6
-4460,14792,-8432,-10127,18778,-8357,6
-3032,13768,-11472,-15101,19245,-24468,6
-4408,12404,-12276,-17168,17491,32768,6
-9624,10068,-12568,-10199,-367,-25894,6
520,8136,-9776,-71,-15296,-9156,6
10304,13816,-4956,5357,422,743,6
2864,15172,616,3420,1988,3612,6
6728,12132,3868,1650,5530,7808,6
3888,9808,2684,-280,14500,10809,6
-148,8736,-1020,-2521,16494,9592,6
696,8768,-10628,2696,15792,5620,6
-1316,18320,-20216,14616,30400,7433,6
-5868,25336,-23672,24698,4495,17337,6
-2716,32767,-3476,18078,7243,12689,6
-3176,25556,-56,6340,1134,-1620,6
-1948,16560,-3080,7595,-5556,-5303,6
-2620,14408,-6704,6389,-11234,-8647,6
564,13148,-8796,4295,-14236,-11624,6
4880,16140,-6684,-269,-7888,-11075,6
3616,11772,-2148,-5230,313,-9295,6
2596,7700,-2136,-7109,3701,-7021,6
3744,6032,-2964,-9074,3903,-1069,6
8816,3620,-3388,-11060,15231,-2816,6
5036,764,-2080,-9880,22130,-7107,6
988,3320,-1996,-3496,19897,-7453,6
4336,14544,-6364,5835,15782,-6396,6
-18084,31512,-20528,12916,12610,-10860,6
-4548,32767,-13976,3933,-15693,4496,6
5084,17204,-2168,-2114,7714,8905,6
-3108,18456,-6456,-10845,9517,-3267,6
-2848,14724,-11804,-14320,14931,-18412,6
416,11804,-13284,-17988,19740,-32080,6
-8416,10896,-16636,-14559,14514,32768,6
-7704,7328,-12396,-3310,-7116,-15822,6
6356,11492,-7032,7710,-7965,4321,6
6168,16988,160,6409,-2980,7879,6
7368,16052,5184,2384,-284,9919,6
6600,12404,3336,-1272,5863,11572,6
2844,9064,96,-5187,15538,12041,6
-3044,5752,-2680,-6086,16987,11086,6
580,6260,-13748,4633,13660,12230,6
-4764,18060,-25364,19916,27561,5522,6
-3260,30152,-19828,25976,5485,10561,6
1540,30972,-4640,14583,2504,11625,6
-2392,24284,-4556,6432,-2330,-5923,6
-32,16172,-5764,6900,-3161,-5777,6
-2052,14440,-6876,4400,-12080,-7855,6
1192,13000,-4240,859,-12902,-8592,6
3532,11868,556,-4617,-8121,-8446,6
4028,8392,1224,-8123,-1934,-8546,6
7056,6544,-1312,-10730,3622,-1842,6
10660,4532,-3540,-12508,16449,-1374,6
3540,1520,-3176,-10771,19403,-5472,6
2504,1660,-4808,-2216,19389,-5669,6
664,14072,-9916,7645,14075,-4766,6
-13220,31176,-24564,13321,11108,-9651,6
3636,32767,-15736,2556,1964,5548,6
-2852,16236,592,-4686,12732,7653,6
-5476,14612,-4536,-6574,10842,-5548,6
-4336,16576,-10632,-13211,13649,-20048,6
-3952,15528,-10484,-16338,10948,-32059,6
-7480,13784,-12176,-13405,712,-31165,6
3500,7972,-11300,-4735,-15491,-9583,6
10328,10380,-7308,3122,-1600,2015,6
1640,12220,-2724,4046,-538,5607,6
4308,9816,940,4033,-2546,6418,6
5444,10464,-452,4095,6190,10987,6
244,9852,-1680,2637,12455,8279,6
1800,9280,-8492,7025,12884,4860,6
584,18712,-16300,15743,24952,4283,6
-2532,26408,-19188,21297,13305,12618,6
-10552,31596,-4556,14990,12640,9909,6
-5496,26684,-904,7053,-410,3174,6
-468,19376,-2904,9169,-5854,93,6
-1448,15736,-5928,5401,-10795,-5943,6
2092,16628,-7328,3850,-15254,-7207,6
4040,14724,-5272,-853,-12655,-5867,6
3136,11596,-3448,-3461,-9239,-5117,6
2260,5928,-2556,-5032,-5980,-5273,6
3892,4668,-3068,-7276,-4075,-3055,6
6556,2688,-3996,-9414,3263,-728,6
4252,1192,-3228,-10130,10588,-3591,6
3676,3012,-3776,-6936,14568,-6860,6
484,7808,-4488,-1413,7663,-3269,6
-9008,31636,-10644,10836,10108,-11680,6
-14680,32767,-16288,6118,-7180,-819,6
4700,16920,-1572,-2095,3298,6876,6
-5280,15176,-3268,-7886,7048,1043,6
-3180,15440,-8504,-15109,8275,-10478,6
-2448,15172,-14148,-19127,16883,-24587,6
-6308,12000,-16040,-15993,16336,-30876,6
-9408,10068,-11016,-4268,-10869,-21504,6
4512,14992,-3112,6375,-23087,-4321,6
7260,19476,2092,6035,-16643,8705,6
8228,13748,1152,2289,-7357,13224,6
6992,9352,-1752,1581,-3933,13361,6
3680,7220,-1672,-48,5670,14358,6
-1292,4224,-1552,-649,5863,13025,6
-1408,5692,-13408,12498,-88,18346,6
404,19712,-23272,27020,15037,15514,6
7892,32767,-18400,27545,18462,15097,6
-8176,32767,-3976,8335,11608,6332,6
-4468,17336,1560,-551,-3885,707,6
-1796,13928,-3720,4347,-15412,-2326,6
2336,13812,-6792,1114,-20670,-4661,6
3912,10928,-3240,-3013,-15609,-2780,6
1356,7628,-1552,-5230,-10974,-2340,6
2652,4224,-4380,-9646,-6478,-3780,6
7796,1616,-5148,-12152,3236,-74,6
4304,-204,-6760,-3414,11798,-6222,6
1364,13836,-11328,12847,1343,-11220,6
-18356,32767,-22900,12289,-7731,1194,6
6740,22856,-2420,-2124,11293,6488,6
-4532,16204,-4672,-13083,15688,-4098,6
-2944,12196,-8120,-20523,18914,-21686,6
-5900,12960,-8832,-13639,1580,-28191,6
-10352,13360,-9136,2042,-28833,-17044,6
17636,15428,-2220,6621,-18403,10225,6
7340,14188,116,4193,-11352,18281,6
5400,8072,-1380,3093,-6385,14702,6
2268,6532,-2040,213,3835,13324,6
-1408,2388,-5564,4059,1457,12853,6
6232,16972,-23036,23611,12781,6361,6
2448,32767,-19040,27626,15173,13261,6
-5104,32767,-4284,-784,-2433,7792,6
936,11628,-32,1844,-6857,1668,6
-1780,13696,-5080,171,-19080,-2701,6
2872,10076,-6052,-837,-17242,-2448,6
2876,9184,-2608,-3799,-12845,416,6
3516,7044,-2904,-7929,-5618,-2456,6
4136,4756,-4452,-11689,760,-2453,6
4080,-852,-4488,-12127,3349,722,6
1728,1476,-6452,-1340,11689,-4556,6
3976,27608,-19492,17848,10594,-10741,6
-17524,32767,-16292,6807,-21350,10117,6
4016,16576,-1760,-2881,11888,7133,6
-5672,16840,-7236,-14720,12805,-6063,6
-808,11240,-8932,-20860,16210,-20864,6
-4812,9512,-11928,-15606,7261,-28420,6
-7428,11084,-11312,-3924,-6734,-17839,6
-4,13748,-3188,4769,-19757,-368,6
9136,15400,2056,4055,-11236,14852,6
8304,9460,260,3298,-1932,15067,6
532,7024,-652,1106,5009,14469,6
-1112,1928,-3900,5592,1765,14583,6
6444,19720,-21656,24827,14487,8983,6
3164,32767,-15024,22265,11761,9450,6
-3412,27560,-2408,-1896,-4186,1678,6
-3828,14852,-1672,3470,-17146,-2199,6
268,12424,-8500,658,-22422,-6537,6
5320,13592,-6932,-2077,-16792,-4242,6
4700,10912,-3696,-6915,-6172,-994,6
1056,5240,-4668,-10012,-2623,-1323,6
4032,2824,-6776,-11098,-135,2178,6
9112,876,-6472,-7206,11190,-3349,6
-1800,5820,-5960,4123,4346,-3599,6
-4384,32767,-15804,20650,6009,-4557,6
2732,32767,-9272,887,5395,7563,6
-2824,17248,-1112,-8214,15596,2559,6
-4552,12980,-6996,-15960,13524,-11988,6
-4392,11728,-11192,-17423,13138,-25599,6
-9036,12520,-12036,-4435,-11055,-23571,6
2184,18488,-7076,2322,-19402,-5192,6
6720,14508,-2672,3527,-9533,14415,6
7076,9176,-3012,4911,-8016,17272,6
6584,7504,-2164,1740,3795,12649,6
-2756,2184,-2516,1100,4978,12786,6
1280,5612,-16480,21433,-4091,17472,6
-6544,32767,-15340,27080,22264,6884,6
-6252,32767,-6292,2731,9829,2605,6
-788,11668,-1592,-470,-3087,-3144,6
-1588,15092,-4380,1684,-17930,-1897,6
3124,10816,-5272,-889,-17689,-4101,6
4540,10436,-1984,-3743,-12586,-1595,6
3080,10192,-2208,-8770,-6047,-3092,6
4196,5112,-4108,-11460,-2340,-4100,6
5664,4816,-5780,-13713,3100,-2303,6
3952,1736,-7492,-3497,12814,-10319,6
52,21544,-26700,15831,13397,-12426,6
-16136,32767,-17972,8879,-11385,9339,6
4776,19284,-140,-2813,13048,7820,6
-5288,13684,-4232,-10000,13172,-5641,6
-3028,12464,-6888,-16398,17961,-20109,6
-9808,13164,-6908,-10466,958,-25911,6
-12360,17896,-9444,1331,-26570,-17163,6
11464,13116,-5664,3287,-20677,7541,6
11184,12936,-4964,5769,-7486,19377,6
6016,9024,-3484,892,3464,12306,6
-728,6456,-2500,-2144,7898,11949,6
-664,2636,-8732,7785,4356,14144,6
3632,19900,-19840,23870,22878,8012,6
-1348,32767,-13816,23125,18812,7652,6
-6724,32767,-2232,-1926,-1787,2743,6
1432,13768,780,3457,-8189,1879,6
-476,14604,-3792,1775,-19287,-288,6
2108,11328,-5408,-680,-18754,-3878,6
3612,10268,-1468,-3600,-14886,-564,6
2668,6860,-2872,-7560,-7028,-2358,6
4088,3908,-4868,-11428,-3779,930,6
4892,2632,-5344,-13072,5187,-2417,6
1660,1456,-6860,-2882,11689,-12842,6
-2884,17204,-24156,16950,8795,-20973,6
-20220,32767,-23028,12981,-12561,4690,6
14996,21276,-6464,274,13747,11479,6
-6124,15156,-6248,-9208,15916,-4771,6
-3516,12304,-4492,-16949,21758,-19357,6
-16104,11804,-5092,-6988,-653,-17068,6
-7468,21584,-6552,347,-21550,-19265,6
3232,18248,-2376,-572,-26945,-2459,6
10144,13844,-6400,3364,-11303,18906,6
6708,11208,-7076,-1385,-5164,17311,6
4068,5376,-7156,-3537,3693,14995,6
-1832,3516,-3896,-2821,9068,16058,6
-2964,276,-11040,12090,-9710,18244,6
2072,22640,-32660,32767,9775,5909,6
-1120,32767,-12112,13647,3341,5033,6
3972,20228,1664,-4587,5515,1473,6
-5136,12292,-4200,-2226,-9736,-903,6
-1700,9924,-7536,-636,-17786,-3852,6
1372,9836,-4492,209,-18303,-2925,6
3096,8252,-2444,-2201,-12540,-3038,6
