ax,ay,az,gx,gy,gz,activity
612,15788,-7912,-1510,-547,-1329,1
-224,13432,-8616,-1256,1594,252,1
-2588,12448,-7628,-1920,1731,-1071,1
-3964,12216,-6372,-1391,-14,-2307,1
-3488,14012,-5516,-2104,-728,-4510,1
-2828,14544,-6596,-3772,994,-4923,1
-3200,13708,-7448,-3282,638,-3450,1
-3388,13508,-7692,-1945,-699,-2491,1
-3820,15340,-7448,-1473,194,-2836,1
-4188,16876,-9160,-423,1900,-3638,1
-5512,21340,-7024,-1422,1703,-5499,1
-5068,21520,-3136,-2172,750,-783,1
-3512,20808,-2112,-852,-581,2905,1
-3188,20572,-1456,-539,-1799,8166,1
-3404,15492,-3424,-41,-3092,12361,1
-2620,12764,-5140,2047,-4879,13310,1
-888,12932,-5844,5245,-6435,11405,1
1292,13560,-5380,8501,-4129,11016,1
2820,13672,-6348,10490,149,11384,1
2500,15756,-6784,8777,4029,10132,1
252,15088,-5908,6227,2991,5969,1
-56,11832,-5544,5921,571,2557,1
1208,11044,-5396,6981,365,451,1
1500,11268,-5476,7967,209,1275,1
1264,11160,-5532,9646,-1852,2118,1
340,10724,-7080,10992,-5537,2360,1
3308,12304,-7260,10250,-5838,3654,1
3756,13072,-5732,5816,-2841,2553,1
2280,10952,-6016,2790,-1113,-299,1
1160,9884,-8096,-495,-523,-3187,1
1076,9964,-8920,-3109,-1417,-3961,1
2188,10292,-9708,-6483,-154,-4630,1
2788,10156,-10240,-8953,1252,-6452,1
3840,11064,-10544,-10496,4194,-7749,1
3112,11196,-10052,-10707,6829,-9240,1
3108,11844,-9512,-10050,6367,-4874,1
2488,16224,-11848,-4288,3295,-7521,1
-4760,24208,-11076,1793,-6554,-9629,1
1192,13684,-4304,1847,-2743,402,1
1496,15424,-3540,-867,-3005,-623,1
2908,14752,-4016,-4267,78,-167,1
952,12808,-7216,-3281,1077,1480,1
-576,12484,-9092,-967,3332,-921,1
-3092,11132,-6816,-975,5383,-3795,1
-4912,11604,-5492,-1055,3094,-4503,1
-5360,12860,-6152,-683,302,-4776,1
-4228,15212,-6772,-749,-843,-9900,1
376,16392,-5780,-2927,3811,-12127,1
-644,14508,-6332,-3027,6107,-6134,1
-2516,13228,-6468,-1098,2351,-2478,1
-2920,12828,-5900,-24,473,-770,1
-3608,13320,-5956,126,-1175,-344,1
-3708,14160,-5520,-832,-3029,-1127,1
-2020,14536,-6616,-2358,-2638,-2871,1
-2212,14580,-7560,-3263,-1568,-3190,1
-2256,12940,-8420,-3057,-883,-2502,1
824,15980,-2012,89,-208,-606,1
512,16248,-1928,65,-290,-473,1
844,15956,-2060,-52,-486,-310,1
740,15712,-2112,-54,-622,-215,1
668,15952,-2008,8,-1023,-203,1
604,16240,-2100,11,-825,-378,1
520,16060,-2252,77,-895,-651,1
612,15956,-2296,131,-810,-743,1
588,16032,-2168,7,-896,-603,1
520,15992,-1880,-68,-1232,-451,1
444,15900,-2252,-37,-1774,-477,1
264,15848,-2408,119,-2068,-571,1
372,15640,-2540,238,-2242,-578,1
316,15976,-2132,298,-2414,-482,1
228,15944,-2140,280,-2480,-409,1
148,15948,-2156,276,-2529,-351,1
92,15964,-1812,322,-2495,-471,1
36,15992,-2208,416,-2557,-768,1
20,16080,-2152,387,-2726,-414,1
104,15956,-2400,353,-2820,-227,1
-256,15688,-2516,277,-2978,-45,1
-396,15616,-2424,351,-3275,60,1
-304,15940,-2692,495,-3449,7,1
-440,15864,-2572,611,-3503,12,1
-576,15428,-2420,616,-3642,-16,1
-572,15744,-2124,574,-3742,-167,1
-780,15824,-1976,537,-3729,-487,1
-936,16112,-2016,477,-3767,-953,1
-1028,16272,-1584,267,-3722,-1337,1
-1140,16592,-1480,-194,-3478,-1879,1
-1956,16740,-1564,-1108,-4237,-2786,1
-2892,16864,-1160,-2433,-6038,-3231,1
-3612,18124,-728,-4212,-8149,-2948,1
-4556,20280,-580,-7309,-9862,-3249,1
-4128,19560,-292,-9904,-10426,-3850,1
-4224,19696,844,-11284,-9669,-6620,1
-3940,19428,1640,-10493,-7935,-10168,1
-5236,17704,-424,-9078,-7390,-10073,1
-1804,15964,-1168,-8131,-1943,-11005,1
-420,15708,400,-8329,4448,-13019,1
-2948,17188,924,-9593,6865,-15499,1
-6168,17644,2200,-11313,4640,-18947,1
-7160,14264,1864,-9961,5469,-19639,1
-8524,13344,1680,-8452,4307,-17721,1
-8832,11896,380,-7448,909,-13844,1
-8392,11024,60,-6459,-1443,-10895,1
-8172,11116,1512,-6491,-1564,-10347,1
-7828,10036,4400,-6274,-862,-9397,1
-8772,8028,4236,-4842,-259,-7139,1
-8428,6972,5316,-3099,-353,-4247,1
-8612,6528,5412,-968,501,-2246,1
-9172,6588,5744,591,633,-563,1
-9196,6324,5460,1477,-601,2143,1
-10172,7120,5052,1628,-2075,4482,1
-10208,8108,5124,1243,-3817,6659,1
-8740,9184,4880,1445,-2713,8956,1
-7032,10160,5228,2754,1380,9962,1
-10548,11900,3864,4091,4481,7349,1
-19236,18880,2836,2220,2075,-764,1
-13096,23236,6228,-2043,-447,2172,1
-5636,16964,7396,-2407,-151,6625,1
-7700,13992,4360,-265,6394,992,1
-9424,10828,3116,630,9746,164,1
-13252,9816,3676,1891,5815,3758,1
-11744,12280,4304,4950,3404,9434,1
-9720,19428,3116,7665,2594,12061,1
-6392,24200,552,7079,3380,12160,1
-3252,21952,-1772,1425,8297,6913,1
-5636,14212,-1368,-1296,11957,3099,1
-7856,10672,-976,95,9205,5083,1
-8052,10216,-892,1835,3558,7981,1
-5952,11600,-128,3507,-2136,11490,1
-4108,13464,-144,4379,-4966,12186,1
-3600,15504,-8,4095,-7353,9997,1
-2892,18096,16,4369,-8331,10745,1
-2248,19008,-764,5029,-7989,9663,1
-1668,19068,860,3288,-6779,10292,1
-1068,14992,1004,1734,-3671,8402,1
-1228,13336,116,2631,-1999,7265,1
-1708,12224,-416,5074,-1948,5722,1
-424,16120,-1100,5882,-659,5819,1
356,15676,-184,5094,776,4395,1
1320,16000,1372,3280,3056,6558,1
632,15096,2288,2574,4043,6610,1
-584,14368,2340,1838,3879,4530,1
-496,14756,1148,994,4548,2022,1
288,15288,-328,276,7200,-334,1
-232,16392,-1196,-639,9148,-308,1
-2680,16880,-2232,-790,5135,-266,1
-2912,15768,-2532,-839,2539,313,1
-1824,16112,-2404,-914,-1008,1385,1
276,15176,-1308,-11,206,1753,1
4,14972,-12,896,3368,328,1
-204,15604,560,1755,4284,782,1
-672,16328,1464,1096,2795,425,1
-52,16432,1528,228,536,1688,1
-356,16216,124,-667,-1017,2710,1
-580,16044,-1324,-584,-1816,3180,1
8,15036,-1436,303,-529,2613,1
-704,14476,-1512,1204,457,900,1
-640,15508,-1028,1754,-27,463,1
212,15784,-284,2132,151,-33,1
2224,17376,256,1804,1093,-1661,1
3460,18296,1020,967,3758,-1553,1
3176,18716,832,489,4584,-1652,1
2852,19760,-712,-401,3127,852,1
1604,20940,-3056,-600,348,4059,1
1432,23168,-4924,-187,-4093,6997,1
2060,22396,-6308,233,-5540,6320,1
2364,20188,-6300,1832,-1408,3389,1
636,20096,-6040,4122,2251,-1002,1
-740,19624,-4372,3802,655,-4044,1
-28,16988,-2596,2706,-1989,-6382,1
780,15168,-2808,1900,-1754,-8787,1
1392,15084,-3248,1174,-330,-10070,1
-2064,16780,-3244,372,-755,-10910,1
-5108,18188,-1608,-2768,-8099,-13960,1
-3508,17016,-1684,-4755,-12919,-15388,1
-1776,18508,-2508,-4933,-14495,-15399,1
-2336,19160,-3116,-6640,-13333,-14107,1
-1452,18284,-3304,-8078,-11310,-12957,1
-24,14232,-2596,-9004,-10915,-9219,1
280,13300,-564,-8975,-8388,-7506,1
-3352,19504,28,-12465,-4100,-5149,1
-6692,22900,1176,-18443,-5516,-7625,1
-5196,16480,12,-19971,-4314,-14414,1
-3404,13004,8,-18776,1192,-19891,1
-3544,10796,636,-17243,3741,-20076,1
-5948,6188,1716,-14164,3598,-16903,1
-5312,6940,3836,-11811,4038,-10318,1
-5584,8024,5236,-10734,5074,-7948,1
-4896,8288,5540,-8821,5419,-7822,1
-7820,7260,6816,-7333,5619,-6465,1
-9492,6160,6116,-5183,4170,-2135,1
-9040,5836,5100,-2713,4446,386,1
-8724,5964,4116,-1054,3436,1326,1
-10060,7100,3828,-586,1790,3284,1
-11044,9084,3396,-1086,-567,5405,1
-10368,9504,4264,-571,-1187,5970,1
-9216,8180,5024,1193,-473,5384,1
-9308,7624,5932,2778,-864,6588,1
-14644,12360,6772,1166,-2203,3692,1
-17092,18256,4904,251,-1841,-1276,1
-8080,16208,5356,-183,-849,2439,1
-6844,14764,6920,-435,1622,1010,1
-10416,13092,7304,-1308,630,281,1
-10316,9624,5936,222,3845,493,1
-11396,8900,4964,2502,5059,1117,1
-12928,10892,5960,3576,3153,3676,1
-10972,13504,5376,5016,3046,6425,1
-10264,15996,4460,6618,4560,6275,1
-10204,16908,3140,7390,4585,6595,1
-9948,16376,2256,7798,4994,7496,1
-8936,16508,1432,8170,5415,8154,1
-7236,15716,1004,7550,5765,9527,1
-7400,15460,788,6654,4254,10134,1
-6300,15328,-304,5183,2864,11683,1
-4812,15624,200,3682,2108,12149,1
-2908,14148,992,2702,2047,11609,1
-2724,13704,900,3022,2302,10037,1
-1836,14316,128,3859,297,10014,1
-3732,16560,532,5175,-1407,8058,1
-2732,18880,-1344,5028,-1272,9082,1
-2900,18244,-884,1738,-2068,7908,1
-2824,13836,-816,962,-1999,10038,1
-2252,10928,288,2160,-1900,7485,1
-1228,13120,-2040,3922,-152,7752,1
-988,14052,56,4003,1673,5523,1
-1500,14016,972,4594,2230,5005,1
1332,16472,2808,3725,4014,3352,1
1464,18120,2184,1379,7243,5158,1
-1048,16428,1556,568,5991,2128,1
-2160,15692,152,-1086,7883,-399,1
-732,14872,-1928,-2160,9069,203,1
-1124,15080,-2428,-2003,9645,457,1
-2292,16296,-2512,-1940,7668,490,1
-2808,15452,-2852,-1003,3755,1278,1
-2300,15800,-2040,-612,-285,564,1
44,15492,-348,-86,456,1179,1
572,15760,328,580,1510,862,1
752,15852,628,523,1214,779,1
596,16284,-192,321,392,2072,1
304,16244,-760,1,-733,2698,1
992,16096,-996,481,-864,2148,1
1228,15984,-800,1046,-178,1009,1
856,16176,-956,1487,-64,860,1
516,16272,-1304,1684,-1238,1631,1
1008,16684,-1640,2105,-2040,2527,1
1172,17248,-1964,2261,-2540,3347,1
2056,17696,-1572,2200,-1858,3296,1
2684,18360,-652,2064,604,3534,1
1452,20120,-488,2722,2343,4851,1
-316,21048,-428,2431,1722,4865,1
-116,23116,-72,2046,-76,2772,1
236,22300,-1060,418,-1392,-213,1
356,21144,-3284,-568,-2452,-631,1
1392,18880,-5824,-682,-3238,258,1
3340,15972,-6608,778,-1523,-740,1
4344,14540,-5344,2980,4231,-4855,1
1760,13800,-4748,4325,7529,-9843,1
-696,16456,-4288,3499,7148,-14193,1
-2548,18232,-2048,2015,3078,-14379,1
-1700,18704,752,-2546,-2864,-15975,1
-2464,18012,-172,-4941,-6698,-16316,1
-56,17372,-2208,-5467,-6484,-17532,1
-1344,17012,-4136,-5257,-6207,-18294,1
-1900,16068,-5288,-6117,-5863,-18550,1
-980,14476,-5848,-5055,-7724,-15130,1
-1112,13732,-4968,-3909,-10895,-9945,1
-2708,18156,-1320,-8055,-11480,-3650,1
-7432,22016,-476,-16608,-17058,-1914,1
-4868,16728,736,-18985,-9675,-8722,1
-2016,12440,-48,-18079,-184,-16386,1
-3316,9776,3040,-15801,2902,-16979,1
-5488,8628,5648,-12927,5179,-12810,1
-6948,7712,6896,-10088,5023,-9305,1
-7604,7192,5732,-6303,5525,-8222,1
-8628,6380,5044,-4057,5637,-4137,1
-9456,6460,4404,-2815,3415,-1418,1
-10020,6464,3908,-2127,1018,1532,1
-10612,7312,3808,-2066,-1176,3213,1
-10228,7964,5872,-1805,-1824,4843,1
-9744,8408,6292,-619,-1724,6327,1
-9564,8940,6264,844,-1437,7876,1
-7876,8932,5616,3508,984,9567,1
-16284,17868,5896,-353,-994,1548,1
-17400,25548,5844,-4300,1344,-823,1
-7092,12364,7584,-4241,1450,1384,1
-12780,8200,7636,252,3073,2767,1
-11508,8212,6340,4328,6333,2883,1
-13300,11724,8640,7222,2052,10223,1
-10684,21192,6392,12407,2009,12670,1
-5464,23824,48,8813,7470,9241,1
-5612,14880,-1344,1526,8931,6144,1
-8420,9480,-288,3297,4919,9608,1
-7200,10180,-444,6501,-2092,13736,1
-4504,12900,-964,7756,-6836,14560,1
-940,17148,-844,8042,-9221,13315,1
-924,18160,-1124,6085,-6473,12276,1
-2984,17144,1264,4525,-3032,10142,1
-1596,15388,1348,3599,-782,8061,1
-52,15252,620,4248,2719,5842,1
-236,14132,180,4660,5368,4322,1
-188,16268,1068,3305,8630,4556,1
-560,15464,940,1716,7944,4608,1
1144,15372,880,1268,11392,6029,1
-580,14672,-68,1001,7639,1272,1
-1376,15444,-2436,-328,4334,386,1
-1240,14388,-3380,-101,2375,1406,1
-1124,14496,-2448,658,2171,3275,1
-1348,17280,-1212,1406,605,4300,1
-240,17456,1932,-184,-403,2473,1
1344,16532,1784,-1050,667,1077,1
948,16076,4,-1774,-197,1510,1
1160,15716,-788,-1850,-1488,1960,1
1464,16356,-2088,-1190,-132,1316,1
824,16020,-1252,-154,1542,800,1
124,15936,-44,237,2000,398,1
656,16336,-128,509,405,248,1
1488,16520,-1024,71,-571,-45,1
2284,16012,-1404,10,-1109,220,1
2412,16372,-1832,1122,386,539,1
1380,17320,-1572,1492,1191,1069,1
568,17096,-1064,1876,-982,2500,1
1736,17852,-1680,2560,-1998,3272,1
1996,18732,-1220,3317,-1559,3138,1
1152,18792,-28,2714,-981,2120,1
1572,21220,200,2064,1753,296,1
2016,22984,548,967,2748,-1838,1
764,21780,-1212,-1091,214,-3669,1
336,18308,-4564,-2593,-2616,-4743,1
800,14328,-5976,-1082,-239,-5536,1
128,13524,-5792,586,3319,-9137,1
-5656,18740,-5032,2196,-1071,-13197,1
-3904,20152,-2200,650,-6539,-15907,1
-1780,19712,1320,-1589,-11128,-17154,1
-1436,20484,2956,-7898,-11843,-13916,1
-1876,17068,580,-10572,-12399,-10175,1
-484,15784,-812,-12208,-7566,-6783,1
-1624,18568,-648,-16452,-4056,-6918,1
-380,19548,16,-19705,3607,-12079,1
-2192,15616,-716,-20104,4803,-19967,1
-4888,10640,-16,-18646,2204,-22225,1
-4740,7452,2084,-15690,7570,-15360,1
-5512,6816,4308,-12358,9645,-12623,1
-7532,6272,4376,-10046,4238,-9179,1
-6412,6056,5716,-6671,4955,-5120,1
-8004,5948,5352,-4148,4173,-1652,1
-8772,4928,4892,-2118,2128,1516,1
-11208,6344,4288,-911,-42,3622,1
-10588,8260,4524,-645,-1407,5662,1
-10148,10512,6108,-498,-795,6662,1
-8984,9220,6108,1387,337,9388,1
-9192,8796,5048,4107,2147,10676,1
-23116,20244,4120,-2514,-1143,570,1
-4528,18804,9132,-3068,1865,7088,1
-8992,12152,7364,480,5276,5109,1
-9420,9924,5564,3460,9278,3720,1
-10012,8204,5328,5324,7903,4969,1
-9660,10844,6460,8216,5103,9302,1
-8484,19392,3060,10684,156,12824,1
-5384,24300,-1236,8545,2486,10714,1
-2840,19468,-1312,675,8655,6386,1
-5056,11624,664,514,6922,6378,1
-5440,10876,216,4170,614,8586,1
-4980,14748,-816,7580,-5038,11160,1
-1344,19160,-116,6526,-7545,11948,1
-700,17924,-556,3977,-2848,8764,1
-1148,15712,-748,2819,2108,7780,1
-1864,15932,-236,2837,4370,6895,1
-1500,16368,-68,3393,5065,7451,1
-980,15352,-640,4134,5501,5744,1
-792,14144,180,2246,6684,5703,1
-652,12788,904,1753,8832,7320,1
-1896,13144,964,1241,5057,3730,1
-2188,15212,-1900,-230,660,3814,1
-1300,15736,-2096,-711,-498,5018,1
164,16256,-1612,182,-369,4834,1
556,16504,-332,1573,2793,2663,1
368,17148,1476,460,2767,786,1
-256,16936,1512,-1439,495,519,1
-40,16412,-668,-2600,21,1082,1
1268,15992,-1404,-2482,-477,324,1
2176,15560,-1624,-1760,897,621,1
1608,14832,-1116,-508,2754,1575,1
76,15460,-924,524,1808,1687,1
608,16292,-948,1226,-30,1337,1
1560,15572,-1236,1300,-1385,1183,1
2624,15468,-1632,1616,-2029,1834,1
3300,16492,-1936,2452,-1223,3303,1
2180,17876,-1512,3153,-387,3346,1
1200,18284,-460,3057,-521,3104,1
964,20108,904,3037,-847,1870,1
1900,23120,1308,1844,43,-344,1
3168,23656,1020,164,2041,-566,1
3272,22648,-2052,-994,1702,-1624,1
2472,20328,-4804,-1590,-448,-2472,1
2196,16808,-6252,-1653,-485,-4741,1
1072,13296,-4956,-487,3539,-8555,1
-792,15156,-5300,664,4065,-10389,1
-4600,17760,-4108,1697,-3478,-12451,1
-4836,17968,-1904,309,-13879,-15658,1
2660,16620,184,275,-6471,-18296,1
1532,19504,412,-4301,-2897,-18879,1
-1524,18680,-408,-6873,-3100,-13464,1
-2384,16992,-252,-10986,-9170,-5891,1
-4060,21704,848,-18054,-14117,841,1
-700,20204,152,-24068,-2196,-7781,1
-252,12448,-1456,-20345,9871,-22597,1
-7064,8532,-1276,-14173,-2485,-22720,1
-6400,6884,1224,-14775,-126,-14490,1
-4128,8400,5372,-14328,3974,-12879,1
-5336,7632,8216,-12482,3738,-12022,1
-5536,5456,8384,-7662,7045,-8851,1
-7816,4144,7348,-3428,6899,-4032,1
-9536,3556,4000,-1416,3303,-84,1
-9896,4456,4376,-1237,799,1815,1
-10156,6420,4684,-1803,-285,4753,1
-9612,7532,6176,-1343,240,7126,1
-9776,7596,6876,1276,148,8790,1
-15116,12172,7216,-613,-2327,6641,1
-16712,20708,5564,-3557,-755,-84,1
-7580,14200,7528,-4499,443,1602,1
-10348,9312,9672,-3806,424,3918,1
-10860,8456,9208,-1499,4333,2940,1
-11932,8012,10604,89,3934,5937,1
-11756,12312,9580,3873,5946,8708,1
-8820,17552,6080,8423,5429,9536,1
-8008,18940,1936,8157,5181,9656,1
-10084,17556,-896,2927,6319,7026,1
-11284,12848,-1280,1948,4899,8681,1
-10828,11424,-132,5533,-1497,14048,1
-8768,12696,-348,9598,-7935,17883,1
-4984,15876,1260,10300,-11839,19123,1
-2128,16816,1356,8727,-10591,17525,1
-188,16304,3012,7537,-8989,14404,1
452,17236,3000,8191,-5710,11241,1
680,17836,3816,7596,-1621,4429,1
-1168,14828,2948,8403,5430,-1393,1
536,17084,1096,6993,12327,-40,1
-2508,16424,1068,4283,13483,72,1
-3156,14476,716,2099,10873,3194,1
-3164,13296,-740,2300,6922,5891,1
-2352,13500,-1612,2232,3321,7145,1
-1432,13396,-328,2902,747,8580,1
-1052,15768,508,4133,119,7792,1
-344,16640,724,3672,505,6460,1
-804,16424,1560,1429,2499,4340,1
192,15412,1352,650,6111,2928,1
-180,15504,748,516,9060,1147,1
-1024,16776,80,-434,8307,-583,1
-1152,15832,-1120,-722,6692,158,1
-1504,17480,-1960,-892,3344,1906,1
-1524,15676,-1124,-555,1867,1249,1
-1040,15636,-1024,-492,2307,491,1
-652,15568,136,-685,2890,643,1
-1072,15460,-32,-934,1098,1069,1
-100,15728,-312,-896,-732,2102,1
700,15484,-340,-695,-1231,2434,1
312,14972,-340,-259,-932,3241,1
460,15160,-728,678,-41,2882,1
420,16384,-412,1548,568,1655,1
956,16508,948,2165,1487,494,1
904,16464,1604,2076,1903,319,1
1244,16728,992,1686,1257,861,1
988,16816,144,1585,-16,2525,1
2080,17148,-880,1374,-969,3993,1
2960,17760,-1528,1506,112,3711,1
2600,18836,-1056,2014,1479,2965,1
824,20472,-2408,2310,1105,3198,1
-224,20052,-2412,2802,-62,3691,1
-88,20104,-1332,3355,73,2198,1
992,22024,-180,3934,341,494,1
1692,24924,256,2964,221,-603,1
1876,22960,-1068,-197,-1964,-2298,1
2104,18668,-3144,-2085,-2549,-4528,1
2224,15540,-4384,-1663,148,-8061,1
1036,14500,-4752,-704,3594,-12656,1
-1228,16260,-5364,-312,5607,-14067,1
-6196,19440,-4360,-2949,-2021,-16391,1
-4232,19180,-3524,-4745,-9709,-17423,1
-1624,18356,-2856,-5222,-14426,-14785,1
7456,16832,-4140,-5186,-5655,-17183,1
-2932,18184,-1292,-8022,-4352,-18177,1
-1640,18648,-3052,-11821,-3428,-15308,1
-5596,17560,-668,-13904,-5625,-10619,1
-4768,19324,172,-17704,-6342,-9338,1
-1196,16428,1304,-19981,-5722,-9331,1
-1608,13816,1192,-19992,-2646,-13770,1
-2968,9764,1392,-17339,-3180,-14184,1
-4920,9600,704,-15085,-1280,-11265,1
-5768,12304,2124,-15204,1808,-12645,1
-5724,11456,4656,-15656,4934,-14009,1
1800,1816,4736,-11753,5206,-9698,1
-4016,4756,8600,-7755,8497,-7774,1
-8052,5344,7244,-4385,6341,-5022,1
-9240,4008,6520,-2844,3176,-2352,1
-8188,4664,6160,-1236,1715,-1982,1
-9096,5172,5340,366,4131,-485,1
-10328,6524,4632,900,1731,2321,1
-9868,8028,5848,607,-198,4579,1
-9504,8528,6004,1340,-718,5818,1
-8924,8756,5424,2722,-48,6835,1
-13612,14560,5756,980,-929,4084,1
-15292,19012,4752,-1202,493,-277,1
-10684,14336,4572,-2286,1954,1119,1
-10364,11140,5960,-3012,1931,1174,1
-12188,9468,7968,-2827,-518,2376,1
-12880,7964,8268,-1710,-1744,3274,1
-11624,7936,7756,918,425,2865,1
-12452,11268,8316,2081,1920,3139,1
-10816,13176,8392,3180,4208,4898,1
-10652,14824,6936,6083,6972,4691,1
-11052,15896,5256,8032,7938,5210,1
-10124,16808,4172,8904,7928,6607,1
-9304,16584,3368,9619,7261,8508,1
-9196,16436,1904,9710,5333,10230,1
-8360,15888,44,7067,3937,11599,1
-7340,14612,-1316,3515,1443,12249,1
-6456,12964,-252,2510,-67,14117,1
-4636,11784,1168,3846,-3037,15510,1
-2628,11916,1420,6813,-5025,15075,1
-3072,14588,876,9008,-7626,12514,1
-772,16400,596,8995,-7842,10283,1
-1364,16988,368,7025,-3758,7528,1
0,20288,740,4050,3784,7867,1
-1796,16960,1012,1676,6245,6038,1
-1852,13780,120,1521,6008,5000,1
-2144,12736,-880,2100,6716,4813,1
-2488,13164,-1368,3433,5098,5071,1
-1176,14328,-216,2538,6116,5324,1
-1408,14476,52,2918,5318,4840,1
-1340,14916,400,1856,4337,5049,1
-624,14612,172,1528,4673,4805,1
-1976,14996,-360,603,3543,3059,1
-1004,15424,-1188,383,3061,2578,1
-1256,15456,-1724,-197,2322,1493,1
-1492,15684,-1712,-500,3234,1096,1
-2556,15680,-1272,-635,1167,1954,1
-2320,15940,-416,-839,-1143,1519,1
-1292,15824,-8,-790,-1168,2042,1
-472,16224,476,-578,-495,832,1
364,16152,828,-421,118,631,1
944,16252,776,-291,1218,1091,1
624,15876,492,-441,1211,1325,1
-40,15808,-168,-833,-451,2748,1
572,15576,-940,-731,-668,3365,1
596,15536,-1612,-14,318,2321,1
116,15940,-1608,1016,802,1567,1
68,16364,-1260,1553,510,1368,1
304,16360,-1132,1857,-1015,1226,1
1056,16552,-900,2238,-2138,1418,1
1836,17340,-1088,2620,-2545,2284,1
2516,18240,-1444,2401,-1998,3262,1
3272,18344,-784,2315,-400,3331,1
2520,19532,-748,2753,1714,3569,1
844,21880,-648,2862,2233,4321,1
308,23944,-72,2374,87,3463,1
700,24880,-1180,456,-1753,1782,1
1952,22896,-3192,-1564,-751,-1791,1
1080,19032,-5620,-2159,-95,-4674,1
1100,15276,-5820,-1133,-1700,-5972,1
-156,13248,-5844,741,-1145,-8145,1
312,13612,-4848,1704,950,-11112,1
-2392,16560,-4212,2227,-500,-11973,1
-6236,19140,-1924,-248,-9370,-12437,1
-3732,17604,-424,-1887,-15042,-14858,1
220,17360,308,-3334,-13588,-14232,1
1248,18708,936,-5443,-9744,-13164,1
-936,17448,660,-7239,-6660,-14230,1
-1068,16404,-1204,-7953,-6098,-11581,1
528,14300,-1640,-8745,-4500,-11254,1
-1712,16752,-528,-10572,-1307,-9462,1
-5004,19032,-632,-13876,-5313,-8551,1
-4652,17504,-892,-17405,-5552,-9674,1
-4236,13084,232,-18229,-1755,-11820,1
-3484,11396,1156,-17180,-644,-12508,1
-3812,10060,2756,-15245,-563,-11629,1
-5144,10272,3856,-14124,1909,-10031,1
-4116,11248,5724,-12259,4681,-10350,1
-7388,11212,6556,-11033,5768,-11206,1
-7616,10348,5568,-9581,4903,-9880,1
-7636,8512,5784,-8096,5163,-7364,1
-7976,5984,5868,-6119,5519,-4238,1
-9328,5472,5340,-3646,4071,-2214,1
-10232,6192,4916,-2466,1754,-203,1
-9972,7244,5520,-1675,-441,1850,1
-9680,8280,6076,-1553,-1734,3675,1
-9780,9600,6280,-1869,-1651,4576,1
-9260,10192,7012,-1305,-543,4882,1
-9412,10044,7072,190,837,5458,1
-9768,10248,6260,1521,1540,5787,1
-11784,13032,6312,1017,1453,4812,1
-13048,16244,6168,-1153,1297,1762,1
-9568,14356,5464,-1142,2896,2396,1
-9428,11964,4996,-611,4419,962,1
-11360,10372,5528,-336,3219,486,1
-12068,9092,6252,234,1415,1473,1
-11176,9824,6280,1093,1255,1730,1
-11648,11720,6232,2079,353,2209,1
-10664,13620,5648,4449,2072,3032,1
-11148,16288,5172,6327,3449,4259,1
-11056,16428,4704,7479,3951,4835,1
-10460,16068,4564,7616,3764,6204,1
-10440,15592,4060,8103,3114,8140,1
-9456,15444,3428,8893,1963,10888,1
-7428,16680,1800,7456,2735,10908,1
-6652,15572,1396,5818,3527,11066,1
-5632,13904,976,5515,3097,11192,1
-5164,14848,1428,5184,1358,11911,1
-3396,14052,340,4808,1234,11202,1
-2704,14556,-296,4244,509,9120,1
-4368,13588,112,4142,-1461,8631,1
-2196,16584,-884,5296,-2399,11064,1
-2908,18256,-76,4742,-3395,9259,1
-2184,17928,-776,3376,-933,9824,1
-392,15916,-556,2210,2137,8084,1
-1604,14256,-404,2621,4179,5223,1
-1952,13712,-1324,3958,5034,5020,1
-1476,12880,-556,3454,4117,4477,1
-2012,13608,508,3541,3310,5263,1
-1732,14476,944,2791,2243,5862,1
-888,14860,1148,1737,1396,6490,1
-532,16136,1520,1409,1647,4438,1
444,17120,72,600,4129,1622,1
-460,16640,-1104,-1232,6538,497,1
-1876,15896,-2364,-1692,4543,1272,1
-3500,14380,-2668,-1300,766,1200,1
-1520,15124,-2152,-467,-1348,1467,1
128,15012,-976,330,-446,1620,1
156,15608,-176,1268,755,1672,1
-136,16484,792,1240,727,1600,1
-84,16524,1096,200,-112,2031,1
-232,15832,40,-197,-1339,1891,1
1028,15884,-436,121,-159,1367,1
564,16496,-1164,663,529,1867,1
816,16984,-1524,380,-301,2642,1
2224,17160,-664,751,584,1728,1
1876,19556,-1028,1862,1528,1396,1
1356,24288,-1636,1931,1482,2260,1
664,23640,-1344,1238,-456,2469,1
1304,21932,-2708,1265,273,562,1
1084,20964,-4884,1907,282,-2463,1
2000,17004,-4704,2291,1403,-7379,1
1640,15800,-4488,2927,4442,-10883,1
96,14892,-3444,1501,4482,-11929,1
-5760,16444,-1680,-1623,-5287,-12306,1
-3052,17476,-1092,-3724,-10769,-14227,1
-1860,16644,-1140,-4523,-10105,-13723,1
-2356,15732,-2732,-6232,-9012,-15648,1
-276,13496,-3100,-7119,-7556,-14734,1
-788,13888,-2264,-6880,-6792,-11546,1
-3988,18512,24,-11638,-9204,-7690,1
-5016,21392,-356,-17581,-10576,-7110,1
-2516,16488,196,-20665,-1562,-13774,1
-2740,10352,1928,-20181,2649,-17407,1
-4456,7080,4428,-14836,4826,-13510,1
-5728,7316,4900,-10304,5849,-10220,1
-8352,8584,5012,-7550,3438,-7023,1
